sample_date_utc,year_month,year,month,taxon_name,taxon_group,taxon_per_m3,plankton_type
2019-04-17T02:50:10Z,2019/4,2019,4,Cyttarocylis spp.,NON-COPEPOD,0.6667,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Decapod larvae,NON-COPEPOD,3.3333,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Doliolum spp.,NON-COPEPOD,0.6667,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Echinoderm larvae,NON-COPEPOD,3.3333,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Lucifer spp.,NON-COPEPOD,1.3333,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Lucifer spp. protozoea,NON-COPEPOD,1.3333,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Subeucalanus pileatus f,COPEPOD,1.3333,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Subeucalanus spp.,COPEPOD,0.6667,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Subeucalanus spp. j,COPEPOD,2,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Temora turbinata m,COPEPOD,0.6667,zooplankton
2019-04-17T02:50:10Z,2019/4,2019,4,Tortanus gracilis f,COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Chaetognatha,NON-COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Decapod larvae,NON-COPEPOD,1.3333,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Lucifer spp.,NON-COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Prosobranch,NON-COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Rhabdonella spiralis,NON-COPEPOD,1.3333,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Oithona spp.,COPEPOD,2,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Calanoid j,COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Ditrichocorycaeus spp. f,COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Eucalanidae j,COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Nauplii copepod,COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Oithona spp. j,COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Temora turbinata j,COPEPOD,0.6667,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Oithona Grp3 (pointy head) f,COPEPOD,6,zooplankton
2019-08-03T07:18:29Z,2019/8,2019,8,Oithona plumifera f,COPEPOD,3.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Bivalve,NON-COPEPOD,3.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Brachyuran zoea,NON-COPEPOD,6,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Bryozoan (Cyphonaute larvae),NON-COPEPOD,2.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Chaetognatha,NON-COPEPOD,6.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Decapod larvae,NON-COPEPOD,11.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Euconchoecia aculeata,NON-COPEPOD,2.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Hyperiid amphipod,NON-COPEPOD,3.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Medusa,NON-COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Oikopleuridae,NON-COPEPOD,1.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Ostracod,NON-COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Phyllosoma larvae,NON-COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Prosobranch,NON-COPEPOD,1.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Rhabdonella spiralis,NON-COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Salpidae,NON-COPEPOD,8,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Siphonophore,NON-COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Stomatopod,NON-COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Barnacle nauplii,NON-COPEPOD,1.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Undinula vulgaris f,COPEPOD,1.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Temora turbinata m,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Temora turbinata j,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Subeucalanus subcrassus f,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Subeucalanus pileatus f,COPEPOD,2,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Parvocalanus crassirostris f,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Paracalanus aculeatus m,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Paracalanus aculeatus f,COPEPOD,11.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Oncaea media complex f,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Oithona spp. j,COPEPOD,2.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Oithona spp.,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Oithona simplex f,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Oithona plumifera f,COPEPOD,13.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Oithona Grp3 (pointy head) f,COPEPOD,4,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Farranula spp. f,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Euchaeta spp. m,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Euchaeta spp. j,COPEPOD,16,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Euchaeta concinna m,COPEPOD,2,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Euchaeta concinna f,COPEPOD,3.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Corycaeus spp.,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Corycaeidae m,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Corycaeidae,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Copepod damaged / unidentified,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Clytemnestra spp.,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Clytemnestra scutellata m,COPEPOD,0.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Clausocalanus arcuicornis f,COPEPOD,4.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Canthocalanus pauper m,COPEPOD,4.6667,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Canthocalanus pauper f,COPEPOD,8,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Calanopia spp. j,COPEPOD,1.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Calanoid j,COPEPOD,3.3333,zooplankton
2019-08-03T09:06:20Z,2019/8,2019,8,Acrocalanus spp. f,COPEPOD,3.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Hyperiid amphipod,NON-COPEPOD,1.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Egg,NON-COPEPOD,2.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Decapod larvae,NON-COPEPOD,1.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Chaetognatha,NON-COPEPOD,5.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Bryozoan (Cyphonaute larvae),NON-COPEPOD,2.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Brachyuran zoea,NON-COPEPOD,4.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Bivalve,NON-COPEPOD,2,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Subeucalanus subcrassus f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Paracalanus aculeatus m,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Paracalanus aculeatus f,COPEPOD,8.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Oithona spp. j,COPEPOD,2.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Oithona plumifera f,COPEPOD,10,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Oithona Grp3 (pointy head) f,COPEPOD,1.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Clausocalanus arcuicornis f,COPEPOD,2,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Acartia pacifica f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Acrocalanus spp. f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Calanoid j,COPEPOD,1.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Candacia bradyi f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Candacia discaudata f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Clytemnestra scutellata f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Copepod damaged / unidentified,COPEPOD,1.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Corycaeus spp. f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Euchaeta concinna f,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Euchaeta spp. j,COPEPOD,6,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Oithona spp. m,COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Siphonophore,NON-COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Salpidae,NON-COPEPOD,3.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Prosobranch,NON-COPEPOD,1.3333,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Phyllosoma larvae,NON-COPEPOD,0.6667,zooplankton
2019-08-03T10:54:12Z,2019/8,2019,8,Oikopleuridae,NON-COPEPOD,2,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Acrocalanus spp. f,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Acrocalanus spp. j,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Calanoid j,COPEPOD,2,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Calocalanus plumulosus f,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Candacia spp. j,COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Canthocalanus pauper CV,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Canthocalanus pauper f,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Clausocalanus arcuicornis f,COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Clytemnestra scutellata f,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Copepod damaged / unidentified,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Ditrichocorycaeus spp. m,COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Euchaeta concinna f,COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Euchaeta spp.,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Stomatopod,NON-COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Salpidae sol,NON-COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Salpidae,NON-COPEPOD,18.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Rhabdonella spiralis,NON-COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Prosobranch,NON-COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Ostracod,NON-COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Oikopleuridae,NON-COPEPOD,4,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Hyperiid amphipod,NON-COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Fish j,NON-COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Decapod larvae,NON-COPEPOD,3.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Chaetognatha,NON-COPEPOD,9.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Bryozoan (Cyphonaute larvae),NON-COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Brachyuran zoea,NON-COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Bivalve,NON-COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Undinula vulgaris m,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Subeucalanus spp. j,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Euchaeta spp. j,COPEPOD,8,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Paracalanus aculeatus f,COPEPOD,6.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Onychocorycaeus spp. m,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Onychocorycaeus agilis m,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Onychocorycaeus agilis f,COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Oncaea clevei complex f,COPEPOD,0.6667,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Oithona spp. m,COPEPOD,1.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Oithona spp. j,COPEPOD,2,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Oithona plumifera f,COPEPOD,35.3333,zooplankton
2019-08-03T12:42:03Z,2019/8,2019,8,Oithona Grp3 (pointy head) f,COPEPOD,2.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Oithona plumifera f,COPEPOD,24,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Oithona Grp3 (pointy head) f,COPEPOD,5.3333,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Chaetognatha,NON-COPEPOD,7.3333,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Brachyuran zoea,NON-COPEPOD,6,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Bivalve,NON-COPEPOD,2,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Barnacle nauplii,NON-COPEPOD,2.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Amphipod,NON-COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Subeucalanus spp. j,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Paracalanus spp. j,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Paracalanus aculeatus f,COPEPOD,6,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Acartia pacifica f,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Acartia negligens f,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Onychocorycaeus spp. m,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Onychocorycaeus catus f,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Candacia spp. j,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Clausocalanus arcuicornis f,COPEPOD,2,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Clausocalanus jobei f (>1.2mm),COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Clausocalanus spp. f,COPEPOD,0.6667,zooplankton
2019-08-03T14:29:55Z,2019/8,2019,8,Clytemnestra scutellata m,COPEPOD,0.6667,zooplankton
